kB,reclen,write,rewrite,read,reread,randomread,randomwrite,bkwdread,recordrewrite,strideread,fwrite,frewrite,fread,freread,version,build,cachesize_kB,cachelinesize_kB,file_stride,id
262144,128,1117632,3937517,13731398,7647616,12883018,3776757,13203571,7866082,13637048,3658869,2850315,7295796,10026569,3.489,linux-AMD64,1024,32,17,iozone-100.out
262144,256,1163337,4259529,13702649,8013652,14235407,3984621,13909099,7114793,14142573,4010462,4069043,8263785,14326293,3.489,linux-AMD64,1024,32,17,iozone-100.out
262144,512,1189130,4250210,14202309,8107846,14890298,4176463,14420996,8797091,14091460,3750860,3770825,13999596,14834849,3.489,linux-AMD64,1024,32,17,iozone-100.out
262144,1024,1187703,3359012,8012951,6680517,15036302,4206888,14068741,9036625,14091460,3788312,3824630,14801299,15100525,3.489,linux-AMD64,1024,32,17,iozone-100.out
262144,2048,1184333,4311221,8623160,7114793,15252605,4254947,14954091,8952088,14637553,3837511,3214008,14317712,15177441,3.489,linux-AMD64,1024,32,17,iozone-100.out
262144,4096,1181344,4194771,9072566,8303038,15187924,4246008,14498199,8854475,14442401,3901359,3882184,14540956,15019869,3.489,linux-AMD64,1024,32,17,iozone-100.out
262144,8192,1160941,4033235,13319695,8288892,14932766,4217506,11195994,6703407,13525158,3776083,3856882,8549471,15020895,3.489,linux-AMD64,1024,32,17,iozone-100.out
262144,16384,1144088,4034345,10049204,7230974,11087608,4010638,9213825,5913998,9691442,3536466,3535557,10196164,10635549,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,64,1100280,3995915,13233909,7633912,12152602,3752658,11981831,8025960,12291651,3820336,3812144,13013449,12966183,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,128,1116675,4055848,13986579,7869004,13292305,3758173,13115748,7934735,13505621,3722925,3723845,13821050,13803959,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,256,1168244,4161114,14321330,8019345,13904597,4054165,13728810,6898705,13988447,4162437,4126112,14213766,14302143,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,512,1194155,4320851,14562315,8218318,14367554,4298814,14431672,8910258,14484333,3831646,3813003,14698291,14781580,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,1024,1180347,4340818,14901781,8281799,14610983,4343837,14854872,9068705,14768674,3860652,3873287,14870040,15167685,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,2048,1188904,4379069,15107040,8326769,14943401,4295086,15063164,9096051,15015644,3926253,3925896,14788638,15236943,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,4096,1188489,4365568,15102683,8306356,14954885,4287532,15046673,8919510,15024673,3948659,3917629,15117842,15356114,3.489,linux-AMD64,1024,32,17,iozone-100.out
524288,8192,1179967,4264658,14893304,8286512,14662128,4330782,14787842,7044723,14851461,3862470,3857469,14790428,15114828,3.489,linux-AMD64,1024,32,17,iozone-100.out
