kB,reclen,write,rewrite,read,reread,randomread,randomwrite,bkwdread,recordrewrite,strideread,fwrite,frewrite,fread,freread,version,build,cachesize_kB,cachelinesize_kB,file_stride,id
32768,512,1327927,5181525,15634397,15761699,15276416,4885709,15052226,9249041,15434245,4295127,4499143,15553012,15915012,3.489,linux-AMD64,1024,32,17,iozone-001.out
32768,1024,1379537,5296338,15391035,15837984,15516140,5094519,15528411,9130454,15714841,4467989,4670535,15678986,15776172,3.489,linux-AMD64,1024,32,17,iozone-001.out
32768,2048,1376291,5265495,15427315,15686144,15493401,5099244,15500390,8632121,25981852,4589282,4787845,15595368,15768932,3.489,linux-AMD64,1024,32,17,iozone-001.out
32768,4096,1360568,5017337,14894001,15256068,15354925,5061312,15135105,7890262,22168267,4767086,4979887,15276416,15392758,3.489,linux-AMD64,1024,32,17,iozone-001.out
32768,8192,1347747,4982053,13325726,14596621,15384144,4933411,14467554,6659894,20569133,5344740,5534126,14746976,15073687,3.489,linux-AMD64,1024,32,17,iozone-001.out
32768,16384,1344872,4901740,12416782,13176254,12890776,4660558,12784060,5596548,13260157,4447890,7974499,13261436,13606731,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,64,1347620,4870715,13585081,13884261,13220492,4624708,11917633,9307859,12341967,4477436,4624319,13529582,13797148,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,128,1370443,4971673,14352584,14605778,14015226,4725033,13802690,9716156,13958290,4587429,4763105,14228514,14381871,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,256,1371127,4974192,14599572,14817572,14409766,4791668,14240308,9451560,14130501,4548638,4668140,14069746,14602674,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,512,1377593,5034319,14622094,14807195,14511705,4743133,14422619,9363664,14429433,4108308,4250022,14508641,14750779,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,1024,1372366,5061853,14505579,14716820,14441563,4824805,14340603,9229416,14412788,4160479,4343025,14657961,14856815,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,2048,1365162,5022728,14690864,14716820,14586401,4823789,13323017,8498888,13304316,4188117,4396301,14618206,14707371,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,4096,1355588,5016129,14483414,14667347,14534725,4752071,14306270,8047294,25864032,4223769,4525051,14589498,14908385,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,8192,1347534,4710055,12928856,14212329,14132681,4711427,12532728,8584621,23900752,4526914,4777344,14197648,14368339,3.489,linux-AMD64,1024,32,17,iozone-001.out
65536,16384,1327554,4503551,11991983,12992410,12537873,4542324,12433522,5621592,13334004,4962966,5313415,12814936,13125171,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,64,1333563,4816850,13509569,13795350,13038262,4476809,12685070,9372892,13325538,4478012,4422892,13483394,13952907,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,128,1316103,4794000,13421508,14039136,13565908,4535197,13495641,9647579,13870181,4513490,4241000,13988410,13612262,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,256,1313530,4826110,13823099,14067876,13824837,4612130,14110483,9463569,13869831,4400165,4492797,14064997,14217771,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,512,1307228,4934359,14392340,14354760,14218874,4615227,14313648,9426894,13855150,3928179,4111559,14095288,14339034,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,1024,1315706,4941633,14367139,14446422,13983785,4617165,14265363,9419464,14192811,4024572,4160882,14282411,14478000,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,2048,1310525,4967666,14351387,14405162,14215933,4618290,13945475,9093365,13122917,3993669,4176149,13964603,14226970,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,4096,1298128,4590946,12415497,13347538,14376532,4500005,12949201,9193424,12872791,3922909,4027402,13918641,14950877,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,8192,1295436,4476663,8786700,8822800,9569990,3384074,10256866,5556748,22463029,4138923,2608967,13557544,13912653,3.489,linux-AMD64,1024,32,17,iozone-001.out
131072,16384,1282980,4535048,8487972,8669339,8623646,3622085,8771979,6034587,10635466,3661430,2729131,8512813,8744492,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,64,1297807,4756664,13320986,13410182,12674952,4480162,13041944,9387120,13294731,4420115,4442654,13421313,13758719,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,128,1329661,4621548,12539077,13059448,13440508,4420488,13094130,8211450,14030502,4244975,4538976,13388953,13765954,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,256,1361936,4950217,14077207,14189845,13895740,4659247,14143119,9507578,14173017,4420559,4567219,13898023,14065861,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,512,1364978,4952848,14436143,14476819,13949687,4666881,14043225,9422193,13992826,3991897,4085159,14184536,14355473,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,1024,1361779,4957918,14147850,14384583,14226750,4709498,14222149,9673196,14640087,4042800,3934981,14173748,14844061,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,2048,1354232,4968043,14340307,14490365,14256264,4686414,13934836,9466078,13975752,4051381,4160092,14100676,14197541,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,4096,1356032,4911651,14228407,14261072,14118058,4681645,13878901,9264677,13089610,3972729,3998052,14093808,14379128,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,8192,1350081,4559814,12917376,13307604,14131667,4524798,12795016,9098467,12943378,3989218,4030884,12935764,13469652,3.489,linux-AMD64,1024,32,17,iozone-001.out
262144,16384,1321689,4496542,12247986,12643179,13145322,4405786,11827944,6580442,14568315,4068606,4223354,12409724,13041325,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,64,1333099,4640701,12810953,13262323,13108555,4419678,13142714,9185146,13505621,4367684,4370418,12981951,13284917,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,128,1357833,4715586,13310247,13821050,14018767,4519486,12954649,9082826,14544496,4510309,4527722,13347167,13878096,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,256,1350926,4719108,13602698,14088102,14523939,4624004,13418512,7920474,15019542,4397063,4401569,13506285,13920528,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,512,1359636,4703694,13772058,14233362,14787047,4678725,13884755,9632130,14554219,3961134,3935359,13742451,14313407,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,1024,1364572,4672879,13849165,14296657,15017900,4713837,13872930,9693441,14710680,3994695,3968755,13846549,14288111,3.489,linux-AMD64,1024,32,17,iozone-001.out
